CHR	STRAND	TSS	GENE
6_qbl_hap6	-	2964788	ABHD16A
6_qbl_hap6	+	2968319	LY6G6F
6_qbl_hap6	-	2975481	LY6G6E
6_qbl_hap6	+	2976771	LY6G6D
6_qbl_hap6	-	2983144	LY6G6C
6_qbl_hap6	+	2984750	C6orf25
6_qbl_hap6	-	2991669	DDAH2
6_qbl_hap6	-	2997960	CLIC1
6_qbl_hap6	-	2997979	CLIC1
6_qbl_hap6	-	2998733	CLIC1
6_qbl_hap6	+	3001362	MSH5
6_qbl_hap6	+	3001362	MSH5-SAPCD1
6_qbl_hap6	-	3057358	VARS
6_qbl_hap6	-	3068398	LSM2
6_qbl_hap6	+	307396	LOC100129636
6_qbl_hap6	-	3076482	HSPA1L
6_qbl_hap6	+	3076937	HSPA1A
6_qbl_hap6	+	3089162	HSPA1B
6_qbl_hap6	+	3096350	C6orf48
6_qbl_hap6	+	3096698	SNORD48
6_qbl_hap6	+	3098508	SNORD52
6_qbl_hap6	-	3124500	NEU1
6_qbl_hap6	-	3139240	SLC44A4
6_qbl_hap6	-	3140615	SLC44A4
6_qbl_hap6	-	3158774	EHMT2
6_qbl_hap6	-	3159275	EHMT2
6_qbl_hap6	+	3159352	C2
6_qbl_hap6	+	3162567	C2
6_qbl_hap6	-	316349	OR2W1
6_qbl_hap6	-	3163563	ZBTB12
6_qbl_hap6	+	3189046	C2
6_qbl_hap6	-	3203294	LOC102060414
6_qbl_hap6	+	3207514	CFB
6_qbl_hap6	-	3218506	MIR1236
6_qbl_hap6	+	3220369	SKIV2L
6_qbl_hap6	-	3220653	NELFE
6_qbl_hap6	+	3232740	STK19
6_qbl_hap6	+	3233434	STK19
6_qbl_hap6	-	3233821	DXO
6_qbl_hap6	+	3243623	C4A
6_qbl_hap6	+	3243623	C4B
6_qbl_hap6	+	3243623	C4B_2
6_qbl_hap6	+	3267146	CYP21A2
6_qbl_hap6	+	3267200	CYP21A1P
6_qbl_hap6	-	3274708	TNXA
6_qbl_hap6	-	3274959	TNXB
6_qbl_hap6	-	3314921	TNXB
6_qbl_hap6	-	3380736	PRRT1
6_qbl_hap6	+	3382241	PPT2
6_qbl_hap6	+	3382788	PPT2
6_qbl_hap6	+	3382788	PPT2-EGFL8
6_qbl_hap6	-	3383155	LOC100507547
6_qbl_hap6	+	3393401	EGFL8
6_qbl_hap6	-	3398913	MIR6721
6_qbl_hap6	-	3404936	AGPAT1
6_qbl_hap6	-	3406908	AGPAT1
6_qbl_hap6	+	3407181	RNF5
6_qbl_hap6	+	3407251	RNF5P1
6_qbl_hap6	+	3408612	MIR6833
6_qbl_hap6	-	3413119	AGER
6_qbl_hap6	-	3418981	PBX2
6_qbl_hap6	-	3421710	GPSM3
6_qbl_hap6	-	3424318	GPSM3
6_qbl_hap6	-	3452865	NOTCH4
6_qbl_hap6	-	358489	OR2B3
6_qbl_hap6	-	3600557	C6orf10
6_qbl_hap6	+	3619145	HCG23
6_qbl_hap6	-	3635765	BTNL2
6_qbl_hap6	+	3668486	HLA-DRA
6_qbl_hap6	-	3798012	HLA-DRB1
6_qbl_hap6	+	382990	OR2J3
6_qbl_hap6	-	3866565	HLA-DQB1
6_qbl_hap6	+	3941245	HLA-DQA2
6_qbl_hap6	-	3963453	HLA-DQB2
6_qbl_hap6	-	4038655	TAP2
6_qbl_hap6	-	4038708	TAP2
6_qbl_hap6	-	4043923	PSMB8
6_qbl_hap6	+	4043969	TAPSAR1
6_qbl_hap6	-	4044819	PSMB8
6_qbl_hap6	-	4053855	TAP1
6_qbl_hap6	+	4054044	PSMB9
6_qbl_hap6	+	4094054	LOC100294145
6_qbl_hap6	-	4140973	HLA-DMB
6_qbl_hap6	-	4153028	HLA-DMA
6_qbl_hap6	+	4168580	BRD2
6_qbl_hap6	+	4170808	BRD2
6_qbl_hap6	+	4171515	BRD2
6_qbl_hap6	+	4173004	BRD2
6_qbl_hap6	-	4209482	HLA-DOA
6_qbl_hap6	-	4273905	HLA-DPA1
6_qbl_hap6	+	4276153	HLA-DPB1
6_qbl_hap6	-	4281012	HLA-DPA1
6_qbl_hap6	+	4312747	HLA-DPB2
6_qbl_hap6	-	4392467	COL11A2
6_qbl_hap6	-	4400696	RXRB
6_qbl_hap6	+	4400825	SLC39A7
6_qbl_hap6	+	4404636	HSD17B8
6_qbl_hap6	+	4407838	MIR219A1
6_qbl_hap6	+	4408512	RING1
6_qbl_hap6	+	444719	OR2J2
6_qbl_hap6	+	4449531	HCG25
6_qbl_hap6	-	4471978	VPS52
6_qbl_hap6	+	4472087	RPS18
6_qbl_hap6	+	4477155	B3GALT4
6_qbl_hap6	-	4487309	MIR6873
6_qbl_hap6	-	4489547	WDR46
6_qbl_hap6	+	4489616	PFDN6
6_qbl_hap6	+	4489654	PFDN6
6_qbl_hap6	+	4490264	MIR6834
6_qbl_hap6	-	4499405	RGL2
6_qbl_hap6	-	4514410	TAPBP
6_qbl_hap6	-	4517759	ZBTB22
6_qbl_hap6	-	4517966	ZBTB22
6_qbl_hap6	-	4523042	DAXX
6_qbl_hap6	+	4591539	KIFC1
6_qbl_hap6	-	698798	OR11A1
6_qbl_hap6	+	711003	OR10C1
6_qbl_hap6	+	729513	OR2H1
6_qbl_hap6	-	758964	MAS1L
6_qbl_hap6	+	800472	LINC01015
6_qbl_hap6	-	831021	UBD
6_qbl_hap6	+	853359	SNORD32B
6_qbl_hap6	+	859013	OR2H2
6_qbl_hap6	-	899337	GABBR1
6_qbl_hap6	-	904294	GABBR1
6_qbl_hap6	+	928076	MOG
6_qbl_hap6	-	948253	ZFP57
6_qbl_hap6	+	991975	HLA-F
6_ssto_hap7	+	1028896	HLA-F
6_ssto_hap7	-	1054576	HLA-F-AS1
6_ssto_hap7	-	1056673	IFITM4P
6_ssto_hap7	+	1097354	LOC554223
6_ssto_hap7	-	1098522	HCG4
6_ssto_hap7	+	1132307	HLA-G
6_ssto_hap7	+	1186893	HLA-H
6_ssto_hap7	-	1226203	HCG4B
6_ssto_hap7	+	1239581	HLA-A
6_ssto_hap7	+	1272215	HCG9
6_ssto_hap7	+	1303075	HLA-J
6_ssto_hap7	-	1311046	HCG8
6_ssto_hap7	-	1359404	ZNRD1-AS1
6_ssto_hap7	+	1359459	ZNRD1
6_ssto_hap7	+	1365371	PPP1R11
6_ssto_hap7	-	1374066	RNF39
6_ssto_hap7	-	1374068	RNF39
6_ssto_hap7	-	1411311	TRIM31
6_ssto_hap7	+	1434344	TRIM40
6_ssto_hap7	+	1434969	TRIM40
6_ssto_hap7	-	1459159	TRIM10
6_ssto_hap7	+	1461434	TRIM15
6_ssto_hap7	-	1511683	TRIM26
6_ssto_hap7	+	1557339	HLA-L
6_ssto_hap7	-	1623886	HCG17
6_ssto_hap7	+	1624595	TRIM39
6_ssto_hap7	-	1624908	HCG18
6_ssto_hap7	+	1624982	TRIM39
6_ssto_hap7	+	1627063	TRIM39-RPP21
6_ssto_hap7	+	1642883	RPP21
6_ssto_hap7	-	172220	LOC401242
6_ssto_hap7	+	1789472	HLA-E
6_ssto_hap7	+	1856761	PRR3
6_ssto_hap7	-	1857647	GNL1
6_ssto_hap7	+	1871447	ABCF1
6_ssto_hap7	+	1884390	MIR877
6_ssto_hap7	-	1917363	PPP1R10
6_ssto_hap7	+	1917764	MRPS18B
6_ssto_hap7	+	1926891	ATAT1
6_ssto_hap7	+	1926893	ATAT1
6_ssto_hap7	+	1926941	ATAT1
6_ssto_hap7	+	1947095	C6orf136
6_ssto_hap7	-	1973134	DHX16
6_ssto_hap7	-	1979473	PPP1R18
6_ssto_hap7	-	2017765	MDC1
6_ssto_hap7	+	2020463	TUBB
6_ssto_hap7	-	2042770	FLOT1
6_ssto_hap7	-	2044644	IER3
6_ssto_hap7	+	205230	HCG14
6_ssto_hap7	+	2305959	MUC22
6_ssto_hap7	-	232682	TRIM27
6_ssto_hap7	+	2356207	HCG22
6_ssto_hap7	+	2461238	TCF19
6_ssto_hap7	-	2469899	POU5F1
6_ssto_hap7	-	2473423	POU5F1
6_ssto_hap7	-	2480630	PSORS1C3
6_ssto_hap7	+	2500481	HCG27
6_ssto_hap7	+	252477	C6orf100
6_ssto_hap7	-	2571459	MIR6891
6_ssto_hap7	-	2573382	HLA-C
6_ssto_hap7	-	2656852	MIR6891
6_ssto_hap7	-	2658748	HLA-B
6_ssto_hap7	+	2701358	MICA
6_ssto_hap7	+	2705140	MICA
6_ssto_hap7	+	2761726	HCP5
6_ssto_hap7	+	2769771	HCG26
6_ssto_hap7	+	2793462	MICB
6_ssto_hap7	+	2796642	MICB
6_ssto_hap7	+	2827543	MCCD1
6_ssto_hap7	-	2835031	SNORD117
6_ssto_hap7	-	2839760	SNORD84
6_ssto_hap7	-	2841057	DDX39B
6_ssto_hap7	-	2845430	ATP6V1G2
6_ssto_hap7	-	2845430	ATP6V1G2-DDX39B
6_ssto_hap7	+	2845432	NFKBIL1
6_ssto_hap7	+	2846156	NFKBIL1
6_ssto_hap7	+	2870676	LTA
6_ssto_hap7	+	2870871	LTA
6_ssto_hap7	+	2874144	TNF
6_ssto_hap7	-	2881003	LTB
6_ssto_hap7	+	2884757	LST1
6_ssto_hap7	+	2885277	LST1
6_ssto_hap7	+	2885778	LST1
6_ssto_hap7	-	2891563	NCR3
6_ssto_hap7	+	2913800	AIF1
6_ssto_hap7	+	2913839	AIF1
6_ssto_hap7	+	2914595	AIF1
6_ssto_hap7	+	2919252	PRRC2A
6_ssto_hap7	+	2921655	SNORA38
6_ssto_hap7	+	2932365	MIR6832
6_ssto_hap7	-	2950969	BAG6
6_ssto_hap7	+	2950985	APOM
6_ssto_hap7	-	2951276	BAG6
6_ssto_hap7	+	2954468	APOM
6_ssto_hap7	-	2959347	C6orf47
6_ssto_hap7	-	2963984	GPANK1
6_ssto_hap7	-	2964212	GPANK1
6_ssto_hap7	-	2964444	GPANK1
6_ssto_hap7	+	2964461	CSNK2B
6_ssto_hap7	-	2964865	GPANK1
6_ssto_hap7	+	2969532	LY6G5B
6_ssto_hap7	-	2978956	LY6G5C
6_ssto_hap7	-	2999688	MIR4646
6_ssto_hap7	-	3001668	ABHD16A
6_ssto_hap7	-	3001955	ABHD16A
6_ssto_hap7	+	3005496	LY6G6F
6_ssto_hap7	-	3012659	LY6G6E
6_ssto_hap7	+	3013949	LY6G6D
6_ssto_hap7	-	3020328	LY6G6C
6_ssto_hap7	+	3021937	C6orf25
6_ssto_hap7	-	3028856	DDAH2
6_ssto_hap7	-	3035145	CLIC1
6_ssto_hap7	-	3035164	CLIC1
6_ssto_hap7	-	3035918	CLIC1
6_ssto_hap7	+	3038542	MSH5
6_ssto_hap7	+	3038542	MSH5-SAPCD1
6_ssto_hap7	+	3061585	SAPCD1
6_ssto_hap7	-	3075920	VWA7
6_ssto_hap7	-	3093568	VARS
6_ssto_hap7	-	313918	ZNF311
6_ssto_hap7	-	3163457	NEU1
6_ssto_hap7	-	3178191	SLC44A4
6_ssto_hap7	-	3179566	SLC44A4
6_ssto_hap7	-	3190124	EHMT2
6_ssto_hap7	+	3228013	C2
6_ssto_hap7	+	3234094	C2
6_ssto_hap7	+	3234095	C2
6_ssto_hap7	-	3242210	LOC102060414
6_ssto_hap7	+	3246430	CFB
6_ssto_hap7	-	3257427	MIR1236
6_ssto_hap7	+	3259290	SKIV2L
6_ssto_hap7	-	3259574	NELFE
6_ssto_hap7	+	3271661	STK19
6_ssto_hap7	+	3272355	STK19
6_ssto_hap7	-	3272742	DXO
6_ssto_hap7	+	3282543	C4A
6_ssto_hap7	+	3282543	C4B
6_ssto_hap7	+	3282543	C4B_2
6_ssto_hap7	+	3306068	CYP21A2
6_ssto_hap7	+	3306122	CYP21A1P
6_ssto_hap7	+	3306852	CYP21A2
6_ssto_hap7	-	3313510	TNXA
6_ssto_hap7	-	3313760	TNXB
6_ssto_hap7	+	3314227	STK19
6_ssto_hap7	+	3315281	C4A
6_ssto_hap7	+	3315281	C4B
6_ssto_hap7	+	3315281	C4B_2
6_ssto_hap7	-	3346613	TNXB
6_ssto_hap7	-	3368931	TNXB
6_ssto_hap7	+	344879	LOC100129636
6_ssto_hap7	-	3467445	PRRT1
6_ssto_hap7	+	3468953	PPT2
6_ssto_hap7	+	3469500	PPT2
6_ssto_hap7	+	3469500	PPT2-EGFL8
6_ssto_hap7	-	3469867	LOC100507547
6_ssto_hap7	+	3480108	EGFL8
6_ssto_hap7	-	3485621	MIR6721
6_ssto_hap7	-	3491644	AGPAT1
6_ssto_hap7	-	3493616	AGPAT1
6_ssto_hap7	+	3493889	RNF5
6_ssto_hap7	+	3493959	RNF5P1
6_ssto_hap7	+	3495320	MIR6833
6_ssto_hap7	-	3499827	AGER
6_ssto_hap7	-	3505689	PBX2
6_ssto_hap7	-	3508418	GPSM3
6_ssto_hap7	-	3511026	GPSM3
6_ssto_hap7	-	353830	OR2W1
6_ssto_hap7	-	3539573	NOTCH4
6_ssto_hap7	-	3687159	C6orf10
6_ssto_hap7	+	3705728	HCG23
6_ssto_hap7	-	3722348	BTNL2
6_ssto_hap7	+	3754282	HLA-DRA
6_ssto_hap7	-	3865402	HLA-DRB4
6_ssto_hap7	-	395974	OR2B3
6_ssto_hap7	-	3993164	HLA-DRB1
6_ssto_hap7	+	4140830	HLA-DQA2
6_ssto_hap7	-	4162996	HLA-DQB2
6_ssto_hap7	+	420471	OR2J3
6_ssto_hap7	-	4215758	HLA-DOB
6_ssto_hap7	-	4237318	TAP2
6_ssto_hap7	-	4237371	TAP2
6_ssto_hap7	-	4242589	PSMB8
6_ssto_hap7	+	4242635	TAPSAR1
6_ssto_hap7	-	4243485	PSMB8
6_ssto_hap7	-	4252521	TAP1
6_ssto_hap7	+	4252710	PSMB9
6_ssto_hap7	+	4292680	LOC100294145
6_ssto_hap7	-	4339601	HLA-DMB
6_ssto_hap7	-	4351658	HLA-DMA
6_ssto_hap7	+	4367204	BRD2
6_ssto_hap7	+	4369432	BRD2
6_ssto_hap7	+	4370139	BRD2
6_ssto_hap7	+	4421632	BRD2
6_ssto_hap7	-	4458104	HLA-DOA
6_ssto_hap7	-	4521958	HLA-DPA1
6_ssto_hap7	+	4524206	HLA-DPB1
6_ssto_hap7	-	4529059	HLA-DPA1
6_ssto_hap7	+	4560770	HLA-DPB2
6_ssto_hap7	-	4637414	COL11A2
6_ssto_hap7	+	4697537	HCG25
6_ssto_hap7	-	4719944	VPS52
6_ssto_hap7	+	4720053	RPS18
6_ssto_hap7	+	482199	OR2J2
6_ssto_hap7	+	4839528	KIFC1
6_ssto_hap7	+	4859020	PHF1
6_ssto_hap7	-	4866311	CUTA
6_ssto_hap7	+	4868092	SYNGAP1
6_ssto_hap7	+	4886353	MIR5004
6_ssto_hap7	+	4902599	ZBTB9
6_ssto_hap7	+	615420	OR14J1
6_ssto_hap7	-	665026	OR5V1
6_ssto_hap7	-	683714	OR12D3
6_ssto_hap7	+	704941	OR12D2
6_ssto_hap7	-	736041	OR11A1
6_ssto_hap7	+	748247	OR10C1
6_ssto_hap7	+	766763	OR2H1
6_ssto_hap7	-	796211	MAS1L
6_ssto_hap7	+	837719	LINC01015
6_ssto_hap7	+	965313	MOG
6_ssto_hap7	-	985482	ZFP57
7	+	100026412	MEPCE
7	-	100026431	ZCWPW1
7	+	100027253	MEPCE
7	-	100034094	PPP1R35
7	-	100061894	C7orf61
7	-	100076902	TSC22D4
7	+	100081549	NYAP1
7	+	100136833	AGFG2
7	-	100171270	SAP25
7	-	100172356	ZASP
7	-	100183811	LRCH4
7	+	100183955	FBXO24
7	+	100187195	FBXO24
7	+	100199881	PCOLCE
7	-	100201661	PCOLCE-AS1
7	+	100209724	MOSPD3
7	+	100210052	MOSPD3
7	+	100210113	MOSPD3
7	-	100231273	TFR2
7	-	100239173	TFR2
7	-	100254084	ACTL6B
7	+	100271362	GNB2
7	-	100286870	GIGYF1
7	+	100303675	POP7
7	+	100318422	EPO
7	+	100331248	ZAN
7	-	100425143	EPHB4
7	+	100450340	SLC12A9
7	+	100464949	TRIP6
7	+	100465657	MIR6875
7	+	100472700	SRRT
7	-	100487339	UFSP1
7	-	100493541	ACHE
7	-	100493592	ACHE
7	+	100612903	MUC12
7	+	100663363	MUC17
7	+	100728785	TRIM56
7	+	100770369	SERPINE1
7	+	100797685	AP1S1
7	+	100802753	MIR4653
7	-	100808852	VGF
7	-	100823557	NAT16
7	-	100844302	MOGAT3
7	+	100860984	ZNHIT1
7	-	100861011	PLOD3
7	-	100881227	CLDN15
7	-	100882101	CLDN15
7	-	100888371	FIS1
7	+	100951620	RP11-132A1.4
7	-	100965104	IFT22
7	+	101006100	COL26A1
7	-	101212286	LINC01007
7	-	101272576	MYL10
7	+	101459183	CUX1
7	+	101459287	CUX1
7	+	101460881	CUX1
7	-	1015235	COX19
7	+	101928352	SH2B2
7	+	101936368	MIR4285
7	-	101996889	SPDYE6
7	+	102004307	LOC100289561
7	+	102004307	LOC100630923
7	+	102036803	PRKRIP1
7	+	102073976	ORAI2
7	-	102105321	ALKBH4
7	+	102105389	LRWD1
7	+	102106188	MIR5090
7	+	102111915	MIR4467
7	-	102119381	POLR2J
7	-	102158224	RASA4B
7	+	102191678	SPDYE2
7	+	102191678	SPDYE2B
7	-	102213068	POLR2J3
7	-	102257203	RASA4B
7	-	102257205	RASA4
7	-	102283238	UPK3BL
7	+	1022834	CYP2W1
7	+	102290771	SPDYE2
7	+	102290771	SPDYE2B
7	-	102312176	POLR2J2
7	+	102389398	FAM185A
7	+	102553343	LRRC17
7	-	102715015	FBXL13
7	-	102715288	FBXL13
7	+	102715327	ARMC10
7	-	102782850	RPL19P12
7	-	102789569	NAPEPLD
7	-	102920759	DPY19L2P2
7	-	102920913	DPY19L2P2
7	+	102937872	PMPCB
7	-	102985320	DNAJC2
7	+	102987970	PSMC2
7	+	103085653	LOC101927870
7	-	103086624	SLC26A5
7	-	103629963	RELN
7	-	103848495	ORC5
7	+	103969103	LHFPL3
7	-	104444539	LHFPL3-AS1
7	-	104567092	LHFPL3-AS2
7	-	104631612	LINC01004
7	-	104654588	KMT2E-AS1
7	+	104654636	KMT2E
7	-	104909524	SRPK2
7	-	104939226	SRPK2
7	-	105029377	SRPK2
7	-	105162685	PUS7
7	+	105172531	RINT1
7	-	105221976	EFCAB10
7	-	105319609	ATXN7L1
7	-	105517031	ATXN7L1
7	+	105603656	CDHR3
7	-	105752791	SYPL1
7	-	105753093	SYPL1
7	-	105925638	NAMPT
7	-	1062662	MIR339
7	-	106301634	CCDC71L
7	+	106505722	PIK3CG
7	+	106505923	PIK3CG
7	+	106685177	PRKAR2B
7	+	106809405	HBP1
7	+	106809459	HBP1
7	+	107110501	GPR22
7	+	107204401	DUS4L
7	-	107204959	COG5
7	+	107220421	BCAP29
7	+	107221203	BCAP29
7	+	107301079	SLC26A4
7	-	107302243	SLC26A4-AS1
7	+	107384141	CBLL1
7	-	107443678	SLC26A3
7	+	107531551	DLD
7	-	107643804	LAMB1
7	-	107770801	LAMB4
7	-	107880614	NRCAM
7	-	108096841	NRCAM
7	-	108166762	PNPLA8
7	-	108168605	PNPLA8
7	-	108209897	THAP5
7	+	108210188	DNAJB9
7	-	108210212	THAP5
7	-	108524637	C7orf66
7	-	109600270	EIF3IP1
7	+	1097140	GPR146
7	-	10979813	NDUFA4
7	+	11013498	PHF14
7	+	110731061	LRRN3
7	-	111202347	IMMP2L
7	-	111202573	IMMP2L
7	+	111448560	DOCK4-AS1
7	-	111846462	DOCK4
7	+	111846642	ZNF277
7	+	112063198	IFRD1
7	+	112090482	IFRD1
7	+	112092112	IFRD1
7	+	112120907	LSMEM1
7	+	112121065	LSMEM1
7	+	112258119	LOC100996249
7	+	112262435	AC002463.3
7	-	112430478	TMEM168
7	-	112579932	C7orf60
7	-	112635698	AC018464.3
7	+	1126442	GPER1
7	-	112726393	GPR85
7	-	112726542	GPR85
7	-	112727833	GPR85
7	-	112758637	LINC00998
7	+	1127722	GPER1
7	-	113559082	PPP1R3A
7	+	113726364	FOXP2
7	+	114055051	FOXP2
7	+	114066556	FOXP2
7	+	114293399	MIR3666
7	+	114562208	MDFIC
7	-	115608367	TFEC
7	-	115670867	TFEC
7	+	115850546	TES
7	+	115863004	TES
7	+	116139654	CAV2
7	+	116140097	CAV2
7	+	116164838	CAV1
7	+	116165062	CAV1
7	+	116166346	CAV1
7	+	116166411	CAV1
7	+	116312458	MET
7	+	116502562	CAPZA2
7	+	116593380	ST7
7	+	116593952	ST7-OT4
7	-	116594388	ST7-AS1
7	+	116660264	MIR6132
7	-	116730835	ST7-AS2
7	-	116785646	ST7-AS2
7	+	116822734	ST7-OT3
7	-	116963343	WNT2
7	-	117067577	ASZ1
7	+	117120016	CFTR
7	-	117513561	CTTNBP2
7	-	1177893	C7orf50
7	+	117824085	LSM8
7	+	117864711	ANKRD7
7	-	11871824	THSD7A
7	+	119913721	KCND2
7	-	1199855	ZFAND2A
7	+	1200009	AC091729.9
7	+	1200420	AC091729.9
7	-	120498177	TSPAN12
7	+	120590816	ING3
7	+	120628750	CPED1
7	+	120629444	CPED1
7	+	120965420	WNT16
7	+	120969089	WNT16
7	-	121036422	FAM3C
7	+	121513158	PTPRZ1
7	-	121784344	AASS
7	+	121943711	FEZF1-AS1
7	-	121944565	FEZF1
7	-	122339208	RNF133
7	-	122343021	RNF148
7	+	12250847	TMEM106B
7	-	122526813	CADPS2
7	-	122635754	TAS2R16
7	-	122840025	SLC13A1
7	-	123173002	IQUB
7	-	123174718	IQUB
7	-	123197825	NDUFA5
7	-	123197958	NDUFA5
7	-	123241705	NDUFA5
7	+	123241920	ASB15
7	+	123249076	ASB15
7	-	123265011	LOC102724555
7	+	123295860	LMOD2
7	-	123389125	WASL
7	+	123454192	HYALP1
7	+	123485222	HYAL4
7	+	123565285	SPAM1
7	+	123565908	SPAM1
7	-	123673523	TMEM229A
7	-	123992150	RP5-921G16.2
7	-	124406079	GPR37
7	-	124430864	LOC154872
7	-	12443852	VWDE
7	-	124570037	POT1
7	+	124824622	LOC101928283
7	-	124904345	LOC101928254
7	+	12610202	SCIN
7	+	12629147	SCIN
7	-	126698238	MIR592
7	+	126855180	AC000099.1
7	-	126883569	GRM8
7	-	126892428	GRM8
7	-	127032767	ZNF800
7	+	127116936	AC000124.1
7	-	127225654	GCC1
7	+	127228405	ARF5
7	+	127233688	FSCN3
7	-	127255780	PAX4
7	+	12726451	ARL4A
7	+	1272653	UNCX
7	+	12726910	ARL4A
7	+	127292201	SND1
7	+	127637561	SND1-IT1
7	-	127671002	LRRC4
7	+	127721912	MIR593
7	+	127847924	MIR129-1
7	+	127881330	LEP
7	-	127947816	MGC27345
7	-	127983962	RBM28
7	-	128001739	PRRT4
7	-	128046024	IMPDH1
7	-	128050036	IMPDH1
7	+	128095883	HILPDA
7	+	128116782	METTL2B
7	+	128281294	LINC01000
7	+	128312319	FAM71F2
7	+	128312337	FAM71F2
7	+	128349114	FAM71F1
7	+	128355395	FAM71F1
7	+	128379345	CALU
7	-	128415844	OPN1SW
7	+	128431463	CCDC136
7	+	128432049	CCDC136
7	+	128470482	FLNC
7	+	128502856	ATP6V1F
7	+	128506463	LOC100130705
7	-	128550773	KCP
7	+	128577993	IRF5
7	+	128578270	IRF5
7	+	128580771	IRF5
7	-	128695227	TNPO3
7	+	128695276	TPI1P2
7	+	128766324	LOC407835
7	+	128784711	TSPAN33
7	+	128828712	SMO
7	+	128864854	AHCYL2
7	+	129007963	AHCYL2
7	+	129015483	AHCYL2
7	+	129074273	STRIP2
7	+	129142319	SMKR1
7	+	129251554	NRF1
7	+	129269918	NRF1
7	-	129410332	MIR182
7	-	129414609	MIR96
7	-	129414854	MIR183
7	-	129592783	UBE2H
7	-	129592800	UBE2H
7	-	129691291	ZC3HC1
7	+	129710348	KLHDC10
7	-	129845338	TMEM209
7	+	129847703	SSMEM1
7	+	129906702	CPA2
7	+	129932973	CPA4
7	+	129984629	CPA5
7	+	130020289	CPA1
7	-	130081051	CEP41
7	+	130126015	MEST
7	+	130126187	MEST
7	-	130131013	MESTIT1
7	+	130131169	MEST
7	+	130131898	MEST
7	+	130135951	MIR335
7	-	130353598	COPG2
7	-	130371406	TSGA13
7	-	130418860	KLF14
7	-	130561569	MIR29A
7	-	130562298	MIR29B1
7	-	130598069	LINC-PINT
7	+	130598222	LOC100506860
7	-	130791789	LINC-PINT
7	-	130794675	LINC-PINT
7	+	130794854	MKLN1
7	+	131012594	MKLN1
7	-	131241376	PODXL
7	+	131594978	AC009518.4
7	-	132261323	PLXNA4
7	-	132333447	PLXNA4
7	+	132333552	FLJ40288
7	-	132766828	CHCHD3
7	+	132937822	EXOC4
7	+	132975634	MIR6133
7	+	133812104	LRGUK
7	-	134001827	SLC35B4
7	-	134143888	AKR1B1
7	+	134212343	AKR1B10
7	+	134233848	AKR1B15
7	+	134331530	BPGM
7	+	134464163	CALD1
7	+	134576150	CALD1
7	+	134671258	AGBL3
7	+	134832765	TMEM140
7	-	134854226	C7orf49
7	-	134855276	C7orf49
7	-	134855578	C7orf49
7	-	134891830	MIR6509
7	-	134896316	WDR91
7	+	134916730	STRA8
7	-	135194875	CNOT4
7	+	135242661	NUP205
7	+	135347220	C7orf73
7	-	135412933	SLC13A4
7	-	135433594	FAM180A
7	-	135662204	LUZP6
7	-	135662204	MTPN
7	+	136553398	CHRM2
7	+	136553831	CHRM2
7	+	136553868	CHRM2
7	+	136553983	CHRM2
7	+	136553992	CHRM2
7	+	136587913	MIR490
7	-	136849088	AC009264.1
7	-	137028546	PTN
7	-	137531609	DGKI
7	+	137638093	AC022173.2
7	-	137686847	CREB3L2
7	+	137761177	AKR1D1
7	+	137808503	MIR4468
7	+	138145078	TRIM24
7	-	138348969	SVOPL
7	-	138363790	SVOPL
7	-	138458782	ATP6V0A4
7	+	138482738	TMEM213
7	-	138482941	ATP6V0A4
7	-	138666064	KIAA1549
7	-	138720775	ZC3HAV1L
7	-	138794465	ZC3HAV1
7	+	138818489	TTC26
7	+	138916230	UBN2
7	+	139025104	LUC7L2
7	+	139025195	C7orf55
7	+	139025877	C7orf55
7	+	139025877	C7orf55-LUC7L2
7	+	139044591	LUC7L2
7	-	139112272	LOC100129148
7	-	139168457	KLRG2
7	+	139208673	CLEC2L
7	-	139477693	HIPK2
7	+	139478046	TBXAS1
7	+	139528951	TBXAS1
7	-	139763521	PARP12
7	-	139876741	KDM7A
7	+	139877060	JHDM1D-AS1
7	-	140098350	SLC37A3
7	+	140103842	RAB19
7	-	140179369	MKRN1
7	-	14026139	ETV1
7	-	14029642	ETV1
7	-	140302342	DENND2A
7	-	14030865	ETV1
7	-	14031050	ETV1
7	+	140372952	ADCK2
7	+	140396480	NDUFB2
7	-	140396877	NDUFB2-AS1
7	-	140624564	BRAF
7	-	140714479	MRPS33
7	-	140714781	MRPS33
7	+	140774031	TMEM178B
7	+	141251077	AGK
7	-	141401953	KIAA1147
7	+	141408152	WEE2
7	-	141438030	WEE2-AS1
7	+	141438120	SSBP1
7	+	141438406	SSBP1
7	+	141463896	TAS2R3
7	+	141478288	TAS2R4
7	+	141490016	TAS2R5
7	-	141541221	PRSS37
7	+	141618675	OR9A4
7	-	141646783	CLEC5A
7	-	141673573	TAS2R38
7	+	141695678	MGAM
7	+	141811548	LOC93432
7	-	141946886	MOXD2P
7	-	141957878	PRSS58
7	-	141972068	TRY2P
7	+	142374130	MTRNR2L6
7	+	142457318	PRSS1
7	+	142478756	PRSS3P2
7	+	142479907	PRSS2
7	+	142552775	EPHB6
7	+	142559774	EPHB6
7	+	142560513	EPHB6
7	-	142583490	TRPV6
7	-	142630820	TRPV5
7	+	142636602	C7orf34
7	-	142659503	KEL
7	-	142724219	OR9A2
7	+	142749437	OR6V1
7	-	142760882	OR6W1P
7	+	142829173	PIP
